track_name,artist_name,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
La Memoria del Viento (Matanza Remix),Matanza,spotify:track:11T7QbpAKlomoDq2PL9wVc,0.81,0.654,4,-8.613,0,0.224,0.0173,0.825,0.112,0.734,91.995,audio_features,11T7QbpAKlomoDq2PL9wVc,spotify:track:11T7QbpAKlomoDq2PL9wVc,https://api.spotify.com/v1/tracks/11T7QbpAKlomoDq2PL9wVc,https://api.spotify.com/v1/audio-analysis/11T7QbpAKlomoDq2PL9wVc,302609,4
Voz Serena,Populous,spotify:track:6Qc9DDn2jDMGUPHgFmiu0a,0.762,0.604,10,-7.301,0,0.0478,0.00213,0.821,0.591,0.143,106.01,audio_features,6Qc9DDn2jDMGUPHgFmiu0a,spotify:track:6Qc9DDn2jDMGUPHgFmiu0a,https://api.spotify.com/v1/tracks/6Qc9DDn2jDMGUPHgFmiu0a,https://api.spotify.com/v1/audio-analysis/6Qc9DDn2jDMGUPHgFmiu0a,305677,4
Minguante,Kurup,spotify:track:4aUZyM5iezs8MuPUFwIFRT,0.741,0.292,0,-15.567,1,0.0518,0.625,0.851,0.102,0.169,92.064,audio_features,4aUZyM5iezs8MuPUFwIFRT,spotify:track:4aUZyM5iezs8MuPUFwIFRT,https://api.spotify.com/v1/tracks/4aUZyM5iezs8MuPUFwIFRT,https://api.spotify.com/v1/audio-analysis/4aUZyM5iezs8MuPUFwIFRT,292174,4
Mamakumba,Vitu Valera,spotify:track:5ChVKFg7u4c3ebjuICumUD,0.807,0.77,0,-8.621,0,0.106,0.281,0.729,0.337,0.287,111.732,audio_features,5ChVKFg7u4c3ebjuICumUD,spotify:track:5ChVKFg7u4c3ebjuICumUD,https://api.spotify.com/v1/tracks/5ChVKFg7u4c3ebjuICumUD,https://api.spotify.com/v1/audio-analysis/5ChVKFg7u4c3ebjuICumUD,244963,4
Mamakumba,Mikongo,spotify:track:5ChVKFg7u4c3ebjuICumUD,0.807,0.77,0,-8.621,0,0.106,0.281,0.729,0.337,0.287,111.732,audio_features,5ChVKFg7u4c3ebjuICumUD,spotify:track:5ChVKFg7u4c3ebjuICumUD,https://api.spotify.com/v1/tracks/5ChVKFg7u4c3ebjuICumUD,https://api.spotify.com/v1/audio-analysis/5ChVKFg7u4c3ebjuICumUD,244963,4
Efecto Manglar,Black Mambo,spotify:track:6nZXV4QBvUomA2XPYnbEFc,0.618,0.9,4,-4.77,0,0.0429,0.0239,0.684,0.328,0.188,105.004,audio_features,6nZXV4QBvUomA2XPYnbEFc,spotify:track:6nZXV4QBvUomA2XPYnbEFc,https://api.spotify.com/v1/tracks/6nZXV4QBvUomA2XPYnbEFc,https://api.spotify.com/v1/audio-analysis/6nZXV4QBvUomA2XPYnbEFc,308213,4
Efecto Manglar,Ácido Pantera,spotify:track:6nZXV4QBvUomA2XPYnbEFc,0.618,0.9,4,-4.77,0,0.0429,0.0239,0.684,0.328,0.188,105.004,audio_features,6nZXV4QBvUomA2XPYnbEFc,spotify:track:6nZXV4QBvUomA2XPYnbEFc,https://api.spotify.com/v1/tracks/6nZXV4QBvUomA2XPYnbEFc,https://api.spotify.com/v1/audio-analysis/6nZXV4QBvUomA2XPYnbEFc,308213,4
Marimba Tambó,Ácido Pantera,spotify:track:2rNagq4lJvSat406m0mBGs,0.736,0.872,6,-4.028,0,0.0833,0.103,0.768,0.095,0.416,93.649,audio_features,2rNagq4lJvSat406m0mBGs,spotify:track:2rNagq4lJvSat406m0mBGs,https://api.spotify.com/v1/tracks/2rNagq4lJvSat406m0mBGs,https://api.spotify.com/v1/audio-analysis/2rNagq4lJvSat406m0mBGs,255360,3
Tzantza - Matanza Remix,Nicola Cruz,spotify:track:5CvXgeQ0qvPZymhzdovYGD,0.648,0.475,5,-12.993,0,0.299,0.687,0.794,0.111,0.242,203.814,audio_features,5CvXgeQ0qvPZymhzdovYGD,spotify:track:5CvXgeQ0qvPZymhzdovYGD,https://api.spotify.com/v1/tracks/5CvXgeQ0qvPZymhzdovYGD,https://api.spotify.com/v1/audio-analysis/5CvXgeQ0qvPZymhzdovYGD,285882,4
Tzantza - Matanza Remix,Matanza,spotify:track:5CvXgeQ0qvPZymhzdovYGD,0.648,0.475,5,-12.993,0,0.299,0.687,0.794,0.111,0.242,203.814,audio_features,5CvXgeQ0qvPZymhzdovYGD,spotify:track:5CvXgeQ0qvPZymhzdovYGD,https://api.spotify.com/v1/tracks/5CvXgeQ0qvPZymhzdovYGD,https://api.spotify.com/v1/audio-analysis/5CvXgeQ0qvPZymhzdovYGD,285882,4
Regalo de Amor,Loli Cosmica,spotify:track:2i5hZODZ6PtsjfQlXpj0uh,0.436,0.475,0,-9.399,1,0.0357,0.895,0.000293,0.731,0.216,140.335,audio_features,2i5hZODZ6PtsjfQlXpj0uh,spotify:track:2i5hZODZ6PtsjfQlXpj0uh,https://api.spotify.com/v1/tracks/2i5hZODZ6PtsjfQlXpj0uh,https://api.spotify.com/v1/audio-analysis/2i5hZODZ6PtsjfQlXpj0uh,264000,4
Nheengatu,Kurup,spotify:track:0Ryx6awu5PP4YXB3u16sC2,0.886,0.194,9,-12.59,0,0.076,0.428,0.0133,0.201,0.266,95.997,audio_features,0Ryx6awu5PP4YXB3u16sC2,spotify:track:0Ryx6awu5PP4YXB3u16sC2,https://api.spotify.com/v1/tracks/0Ryx6awu5PP4YXB3u16sC2,https://api.spotify.com/v1/audio-analysis/0Ryx6awu5PP4YXB3u16sC2,343279,4
Antídoto,Weste,spotify:track:2nbXinv9k0boywWmtOk3AW,0.615,0.506,2,-9.254,0,0.135,0.801,0.125,0.147,0.514,173.765,audio_features,2nbXinv9k0boywWmtOk3AW,spotify:track:2nbXinv9k0boywWmtOk3AW,https://api.spotify.com/v1/tracks/2nbXinv9k0boywWmtOk3AW,https://api.spotify.com/v1/audio-analysis/2nbXinv9k0boywWmtOk3AW,223760,3
Clavelito,Huaira,spotify:track:6h7rqw4y9jpL9TggjeAHCR,0.6,0.478,0,-9.378,1,0.381,0.357,0.00108,0.182,0.524,150.011,audio_features,6h7rqw4y9jpL9TggjeAHCR,spotify:track:6h7rqw4y9jpL9TggjeAHCR,https://api.spotify.com/v1/tracks/6h7rqw4y9jpL9TggjeAHCR,https://api.spotify.com/v1/audio-analysis/6h7rqw4y9jpL9TggjeAHCR,317781,3
Clavelito,Rodrigo Gallardo,spotify:track:6h7rqw4y9jpL9TggjeAHCR,0.6,0.478,0,-9.378,1,0.381,0.357,0.00108,0.182,0.524,150.011,audio_features,6h7rqw4y9jpL9TggjeAHCR,spotify:track:6h7rqw4y9jpL9TggjeAHCR,https://api.spotify.com/v1/tracks/6h7rqw4y9jpL9TggjeAHCR,https://api.spotify.com/v1/audio-analysis/6h7rqw4y9jpL9TggjeAHCR,317781,3
Batismo,Populous,spotify:track:4RIlInNHIduhE7l84PODhK,0.785,0.707,7,-10.553,0,0.273,0.4,0.919,0.105,0.11,89.029,audio_features,4RIlInNHIduhE7l84PODhK,spotify:track:4RIlInNHIduhE7l84PODhK,https://api.spotify.com/v1/tracks/4RIlInNHIduhE7l84PODhK,https://api.spotify.com/v1/audio-analysis/4RIlInNHIduhE7l84PODhK,191924,4
Batismo,RIVA,spotify:track:4RIlInNHIduhE7l84PODhK,0.785,0.707,7,-10.553,0,0.273,0.4,0.919,0.105,0.11,89.029,audio_features,4RIlInNHIduhE7l84PODhK,spotify:track:4RIlInNHIduhE7l84PODhK,https://api.spotify.com/v1/tracks/4RIlInNHIduhE7l84PODhK,https://api.spotify.com/v1/audio-analysis/4RIlInNHIduhE7l84PODhK,191924,4
Tierra de Poetas - Dub Mix,Los Gaiteros de San Jacinto,spotify:track:0anwofNiH8XpIv8y8jUDaX,0.753,0.459,11,-9.756,0,0.217,0.0129,0.00179,0.161,0.836,100.552,audio_features,0anwofNiH8XpIv8y8jUDaX,spotify:track:0anwofNiH8XpIv8y8jUDaX,https://api.spotify.com/v1/tracks/0anwofNiH8XpIv8y8jUDaX,https://api.spotify.com/v1/audio-analysis/0anwofNiH8XpIv8y8jUDaX,263933,4
La Marcha de los Arboles,Mente Orgánica,spotify:track:1qq4Eg6p3mKWXmpofegwct,0.454,0.522,9,-10.276,0,0.0476,0.563,0.275,0.144,0.0407,129.93,audio_features,1qq4Eg6p3mKWXmpofegwct,spotify:track:1qq4Eg6p3mKWXmpofegwct,https://api.spotify.com/v1/tracks/1qq4Eg6p3mKWXmpofegwct,https://api.spotify.com/v1/audio-analysis/1qq4Eg6p3mKWXmpofegwct,323077,3
Azra,Lokal Affair,spotify:track:2Uw3sSJo7lXbFiKuvo1xX1,0.761,0.386,6,-11.856,1,0.044,0.695,0.752,0.099,0.42,135.312,audio_features,2Uw3sSJo7lXbFiKuvo1xX1,spotify:track:2Uw3sSJo7lXbFiKuvo1xX1,https://api.spotify.com/v1/tracks/2Uw3sSJo7lXbFiKuvo1xX1,https://api.spotify.com/v1/audio-analysis/2Uw3sSJo7lXbFiKuvo1xX1,405333,3
Bossa a La Calle,Kurup,spotify:track:4MujzKN6BsFiS4evZhshJS,0.729,0.545,5,-10.844,1,0.087,0.458,0.877,0.0786,0.715,172.036,audio_features,4MujzKN6BsFiS4evZhshJS,spotify:track:4MujzKN6BsFiS4evZhshJS,https://api.spotify.com/v1/tracks/4MujzKN6BsFiS4evZhshJS,https://api.spotify.com/v1/audio-analysis/4MujzKN6BsFiS4evZhshJS,294419,4
Susiana,Muno,spotify:track:66Xh1EjODw4ut9Mj76Erk9,0.772,0.737,2,-8.971,1,0.148,0.233,0.189,0.0735,0.254,103.983,audio_features,66Xh1EjODw4ut9Mj76Erk9,spotify:track:66Xh1EjODw4ut9Mj76Erk9,https://api.spotify.com/v1/tracks/66Xh1EjODw4ut9Mj76Erk9,https://api.spotify.com/v1/audio-analysis/66Xh1EjODw4ut9Mj76Erk9,415385,4
Maria Sola - Dub Mix,Los Gaiteros de San Jacinto,spotify:track:4d0USJj47Bx08Bnq3e5bWl,0.448,0.527,9,-11.598,0,0.0908,0.149,0.622,0.0681,0.216,89.167,audio_features,4d0USJj47Bx08Bnq3e5bWl,spotify:track:4d0USJj47Bx08Bnq3e5bWl,https://api.spotify.com/v1/tracks/4d0USJj47Bx08Bnq3e5bWl,https://api.spotify.com/v1/audio-analysis/4d0USJj47Bx08Bnq3e5bWl,300067,4
El Viaje,Joaquín Cornejo,spotify:track:0JlBsGiZsmKnLO6hRBNLvE,0.83,0.396,11,-13.394,0,0.296,0.416,0.00566,0.0658,0.465,89.986,audio_features,0JlBsGiZsmKnLO6hRBNLvE,spotify:track:0JlBsGiZsmKnLO6hRBNLvE,https://api.spotify.com/v1/tracks/0JlBsGiZsmKnLO6hRBNLvE,https://api.spotify.com/v1/audio-analysis/0JlBsGiZsmKnLO6hRBNLvE,464000,4
El Viaje,Aeve Ribbons,spotify:track:0JlBsGiZsmKnLO6hRBNLvE,0.83,0.396,11,-13.394,0,0.296,0.416,0.00566,0.0658,0.465,89.986,audio_features,0JlBsGiZsmKnLO6hRBNLvE,spotify:track:0JlBsGiZsmKnLO6hRBNLvE,https://api.spotify.com/v1/tracks/0JlBsGiZsmKnLO6hRBNLvE,https://api.spotify.com/v1/audio-analysis/0JlBsGiZsmKnLO6hRBNLvE,464000,4
La Descarriá - Uji Remix,Corina Lawrence,spotify:track:4gpllGnbe4D4sTkJxykYsm,0.87,0.596,4,-10.129,1,0.106,0.0941,0.224,0.103,0.429,94.021,audio_features,4gpllGnbe4D4sTkJxykYsm,spotify:track:4gpllGnbe4D4sTkJxykYsm,https://api.spotify.com/v1/tracks/4gpllGnbe4D4sTkJxykYsm,https://api.spotify.com/v1/audio-analysis/4gpllGnbe4D4sTkJxykYsm,426642,4
La Descarriá - Uji Remix,Uji,spotify:track:4gpllGnbe4D4sTkJxykYsm,0.87,0.596,4,-10.129,1,0.106,0.0941,0.224,0.103,0.429,94.021,audio_features,4gpllGnbe4D4sTkJxykYsm,spotify:track:4gpllGnbe4D4sTkJxykYsm,https://api.spotify.com/v1/tracks/4gpllGnbe4D4sTkJxykYsm,https://api.spotify.com/v1/audio-analysis/4gpllGnbe4D4sTkJxykYsm,426642,4
La Descarriá - Uji Remix,Miss Bolivia,spotify:track:4gpllGnbe4D4sTkJxykYsm,0.87,0.596,4,-10.129,1,0.106,0.0941,0.224,0.103,0.429,94.021,audio_features,4gpllGnbe4D4sTkJxykYsm,spotify:track:4gpllGnbe4D4sTkJxykYsm,https://api.spotify.com/v1/tracks/4gpllGnbe4D4sTkJxykYsm,https://api.spotify.com/v1/audio-analysis/4gpllGnbe4D4sTkJxykYsm,426642,4
Cuando Canto Grito,Cerrero,spotify:track:6GuRkCEMRSf0FniWGOCL0f,0.458,0.569,5,-8.428,0,0.138,0.51,0.444,0.148,0.556,172.039,audio_features,6GuRkCEMRSf0FniWGOCL0f,spotify:track:6GuRkCEMRSf0FniWGOCL0f,https://api.spotify.com/v1/tracks/6GuRkCEMRSf0FniWGOCL0f,https://api.spotify.com/v1/audio-analysis/6GuRkCEMRSf0FniWGOCL0f,341074,4
Cuando Canto Grito,Lucía Pulido,spotify:track:6GuRkCEMRSf0FniWGOCL0f,0.458,0.569,5,-8.428,0,0.138,0.51,0.444,0.148,0.556,172.039,audio_features,6GuRkCEMRSf0FniWGOCL0f,spotify:track:6GuRkCEMRSf0FniWGOCL0f,https://api.spotify.com/v1/tracks/6GuRkCEMRSf0FniWGOCL0f,https://api.spotify.com/v1/audio-analysis/6GuRkCEMRSf0FniWGOCL0f,341074,4
Cuál es el secreto - Mitú Remix,Fernando Milagros,spotify:track:5wg2b7KNKZu4owB6PuHe7m,0.665,0.749,4,-6.773,0,0.127,0.0616,0.875,0.169,0.455,95.001,audio_features,5wg2b7KNKZu4owB6PuHe7m,spotify:track:5wg2b7KNKZu4owB6PuHe7m,https://api.spotify.com/v1/tracks/5wg2b7KNKZu4owB6PuHe7m,https://api.spotify.com/v1/audio-analysis/5wg2b7KNKZu4owB6PuHe7m,267655,4
Cuál es el secreto - Mitú Remix,Mitú,spotify:track:5wg2b7KNKZu4owB6PuHe7m,0.665,0.749,4,-6.773,0,0.127,0.0616,0.875,0.169,0.455,95.001,audio_features,5wg2b7KNKZu4owB6PuHe7m,spotify:track:5wg2b7KNKZu4owB6PuHe7m,https://api.spotify.com/v1/tracks/5wg2b7KNKZu4owB6PuHe7m,https://api.spotify.com/v1/audio-analysis/5wg2b7KNKZu4owB6PuHe7m,267655,4
Tragedia de Lo Inmutable,Taita Machine,spotify:track:6QVrzoFskrqmbY5iw7IPwO,0.732,0.222,11,-24.303,1,0.0543,0.503,0.689,0.099,0.226,96.017,audio_features,6QVrzoFskrqmbY5iw7IPwO,spotify:track:6QVrzoFskrqmbY5iw7IPwO,https://api.spotify.com/v1/tracks/6QVrzoFskrqmbY5iw7IPwO,https://api.spotify.com/v1/audio-analysis/6QVrzoFskrqmbY5iw7IPwO,285000,5
Happiness Is a Side Effect - El Buho Remix,Andrés Oddone,spotify:track:5RtV5FjWz1e2cncPv1PFIm,0.665,0.651,7,-8.135,1,0.0633,0.169,0.881,0.109,0.752,159.981,audio_features,5RtV5FjWz1e2cncPv1PFIm,spotify:track:5RtV5FjWz1e2cncPv1PFIm,https://api.spotify.com/v1/tracks/5RtV5FjWz1e2cncPv1PFIm,https://api.spotify.com/v1/audio-analysis/5RtV5FjWz1e2cncPv1PFIm,322850,4
Happiness Is a Side Effect - El Buho Remix,El Búho,spotify:track:5RtV5FjWz1e2cncPv1PFIm,0.665,0.651,7,-8.135,1,0.0633,0.169,0.881,0.109,0.752,159.981,audio_features,5RtV5FjWz1e2cncPv1PFIm,spotify:track:5RtV5FjWz1e2cncPv1PFIm,https://api.spotify.com/v1/tracks/5RtV5FjWz1e2cncPv1PFIm,https://api.spotify.com/v1/audio-analysis/5RtV5FjWz1e2cncPv1PFIm,322850,4
Okilomba,Coconutah,spotify:track:62Rt08ca81xVQgTdNNkxV4,0.736,0.605,0,-8.939,0,0.236,0.163,0.00402,0.085,0.292,179.896,audio_features,62Rt08ca81xVQgTdNNkxV4,spotify:track:62Rt08ca81xVQgTdNNkxV4,https://api.spotify.com/v1/tracks/62Rt08ca81xVQgTdNNkxV4,https://api.spotify.com/v1/audio-analysis/62Rt08ca81xVQgTdNNkxV4,278333,4
Okilomba,Kaygee,spotify:track:62Rt08ca81xVQgTdNNkxV4,0.736,0.605,0,-8.939,0,0.236,0.163,0.00402,0.085,0.292,179.896,audio_features,62Rt08ca81xVQgTdNNkxV4,spotify:track:62Rt08ca81xVQgTdNNkxV4,https://api.spotify.com/v1/tracks/62Rt08ca81xVQgTdNNkxV4,https://api.spotify.com/v1/audio-analysis/62Rt08ca81xVQgTdNNkxV4,278333,4
El Guararé (Radio Edit) (feat. Vicente García),Cato Anaya,spotify:track:65QzoMSwWfdyhUWKZfzYsJ,0.764,0.88,7,-5.294,0,0.0388,0.00326,0.000239,0.213,0.804,115.011,audio_features,65QzoMSwWfdyhUWKZfzYsJ,spotify:track:65QzoMSwWfdyhUWKZfzYsJ,https://api.spotify.com/v1/tracks/65QzoMSwWfdyhUWKZfzYsJ,https://api.spotify.com/v1/audio-analysis/65QzoMSwWfdyhUWKZfzYsJ,225587,4
El Guararé (Radio Edit) (feat. Vicente García),Vicente Garcia,spotify:track:65QzoMSwWfdyhUWKZfzYsJ,0.764,0.88,7,-5.294,0,0.0388,0.00326,0.000239,0.213,0.804,115.011,audio_features,65QzoMSwWfdyhUWKZfzYsJ,spotify:track:65QzoMSwWfdyhUWKZfzYsJ,https://api.spotify.com/v1/tracks/65QzoMSwWfdyhUWKZfzYsJ,https://api.spotify.com/v1/audio-analysis/65QzoMSwWfdyhUWKZfzYsJ,225587,4
Havana 1959 - Original Mix,Mano Tiro,spotify:track:0mLGT7ic65aL3RHAvnwsFv,0.8,0.859,7,-8.181,0,0.0497,0.0684,0.771,0.103,0.119,128.004,audio_features,0mLGT7ic65aL3RHAvnwsFv,spotify:track:0mLGT7ic65aL3RHAvnwsFv,https://api.spotify.com/v1/tracks/0mLGT7ic65aL3RHAvnwsFv,https://api.spotify.com/v1/audio-analysis/0mLGT7ic65aL3RHAvnwsFv,545391,4
Zaka,JAJA,spotify:track:6ElHskr6D4k6PdnlO0XgoI,0.686,0.555,2,-11.428,1,0.0647,0.352,0.879,0.114,0.411,91.028,audio_features,6ElHskr6D4k6PdnlO0XgoI,spotify:track:6ElHskr6D4k6PdnlO0XgoI,https://api.spotify.com/v1/tracks/6ElHskr6D4k6PdnlO0XgoI,https://api.spotify.com/v1/audio-analysis/6ElHskr6D4k6PdnlO0XgoI,464176,4
Hasata (La Source),Yeahman,spotify:track:3SBXSD7sgefD7XA0kRfqfh,0.695,0.552,8,-11.672,0,0.0336,0.128,0.876,0.0733,0.212,102.013,audio_features,3SBXSD7sgefD7XA0kRfqfh,spotify:track:3SBXSD7sgefD7XA0kRfqfh,https://api.spotify.com/v1/tracks/3SBXSD7sgefD7XA0kRfqfh,https://api.spotify.com/v1/audio-analysis/3SBXSD7sgefD7XA0kRfqfh,255386,4
Solo Quiero,Montoya,spotify:track:1eQLlIISC5S0zt29HHKRfX,0.608,0.636,5,-7.91,0,0.221,0.164,0.00436,0.0994,0.566,185.891,audio_features,1eQLlIISC5S0zt29HHKRfX,spotify:track:1eQLlIISC5S0zt29HHKRfX,https://api.spotify.com/v1/tracks/1eQLlIISC5S0zt29HHKRfX,https://api.spotify.com/v1/audio-analysis/1eQLlIISC5S0zt29HHKRfX,263226,4
Solo Quiero,Pedrina,spotify:track:1eQLlIISC5S0zt29HHKRfX,0.608,0.636,5,-7.91,0,0.221,0.164,0.00436,0.0994,0.566,185.891,audio_features,1eQLlIISC5S0zt29HHKRfX,spotify:track:1eQLlIISC5S0zt29HHKRfX,https://api.spotify.com/v1/tracks/1eQLlIISC5S0zt29HHKRfX,https://api.spotify.com/v1/audio-analysis/1eQLlIISC5S0zt29HHKRfX,263226,4
Zvichapera,Chiwoniso,spotify:track:0EB6LdcMyj0SHhCAR45CRi,0.681,0.436,10,-9.514,0,0.0767,0.842,4.19e-05,0.154,0.606,110.273,audio_features,0EB6LdcMyj0SHhCAR45CRi,spotify:track:0EB6LdcMyj0SHhCAR45CRi,https://api.spotify.com/v1/tracks/0EB6LdcMyj0SHhCAR45CRi,https://api.spotify.com/v1/audio-analysis/0EB6LdcMyj0SHhCAR45CRi,245000,3
La Niña Del Volcán (feat. Eva De Marce),YoSoyMatt,spotify:track:5AQHfoGrFB3u6MvWI0wrQr,0.809,0.4,9,-13.145,0,0.0337,0.119,0.0242,0.678,0.188,101.01,audio_features,5AQHfoGrFB3u6MvWI0wrQr,spotify:track:5AQHfoGrFB3u6MvWI0wrQr,https://api.spotify.com/v1/tracks/5AQHfoGrFB3u6MvWI0wrQr,https://api.spotify.com/v1/audio-analysis/5AQHfoGrFB3u6MvWI0wrQr,292672,4
La Niña Del Volcán (feat. Eva De Marce),Eva de Marce,spotify:track:5AQHfoGrFB3u6MvWI0wrQr,0.809,0.4,9,-13.145,0,0.0337,0.119,0.0242,0.678,0.188,101.01,audio_features,5AQHfoGrFB3u6MvWI0wrQr,spotify:track:5AQHfoGrFB3u6MvWI0wrQr,https://api.spotify.com/v1/tracks/5AQHfoGrFB3u6MvWI0wrQr,https://api.spotify.com/v1/audio-analysis/5AQHfoGrFB3u6MvWI0wrQr,292672,4
La Piragua,Umoja,spotify:track:41sfxCghJlbnWnql4QEfl7,0.865,0.499,6,-14.552,0,0.165,0.164,0.879,0.109,0.439,111.007,audio_features,41sfxCghJlbnWnql4QEfl7,spotify:track:41sfxCghJlbnWnql4QEfl7,https://api.spotify.com/v1/tracks/41sfxCghJlbnWnql4QEfl7,https://api.spotify.com/v1/audio-analysis/41sfxCghJlbnWnql4QEfl7,518919,4
Carajillo (feat. La Real),PAUZA,spotify:track:4QLr1uQfVnxnEIdPyQ8wtv,0.832,0.812,4,-8.536,0,0.079,0.0505,0.18,0.178,0.82,125.01,audio_features,4QLr1uQfVnxnEIdPyQ8wtv,spotify:track:4QLr1uQfVnxnEIdPyQ8wtv,https://api.spotify.com/v1/tracks/4QLr1uQfVnxnEIdPyQ8wtv,https://api.spotify.com/v1/audio-analysis/4QLr1uQfVnxnEIdPyQ8wtv,205440,4
Carajillo (feat. La Real),La Real,spotify:track:4QLr1uQfVnxnEIdPyQ8wtv,0.832,0.812,4,-8.536,0,0.079,0.0505,0.18,0.178,0.82,125.01,audio_features,4QLr1uQfVnxnEIdPyQ8wtv,spotify:track:4QLr1uQfVnxnEIdPyQ8wtv,https://api.spotify.com/v1/tracks/4QLr1uQfVnxnEIdPyQ8wtv,https://api.spotify.com/v1/audio-analysis/4QLr1uQfVnxnEIdPyQ8wtv,205440,4
RIVE,DJ Jigüe,spotify:track:5UjZFrcuZMe1EZf13f6QQ0,0.704,0.821,1,-7.715,1,0.0715,0.0331,0.649,0.0584,0.63,97.526,audio_features,5UjZFrcuZMe1EZf13f6QQ0,spotify:track:5UjZFrcuZMe1EZf13f6QQ0,https://api.spotify.com/v1/tracks/5UjZFrcuZMe1EZf13f6QQ0,https://api.spotify.com/v1/audio-analysis/5UjZFrcuZMe1EZf13f6QQ0,239539,3
Morenita - Original Mix,Ilary Montanari,spotify:track:66xJms03U7jnLwWjFn1gP6,0.753,0.698,10,-7.75,0,0.0514,0.00123,0.614,0.0726,0.738,124.006,audio_features,66xJms03U7jnLwWjFn1gP6,spotify:track:66xJms03U7jnLwWjFn1gP6,https://api.spotify.com/v1/tracks/66xJms03U7jnLwWjFn1gP6,https://api.spotify.com/v1/audio-analysis/66xJms03U7jnLwWjFn1gP6,472258,4
El Leopardo,El Leopardo,spotify:track:439wRQ0FvOglzxynpkwH50,0.776,0.503,7,-12.111,1,0.0729,0.505,0.788,0.114,0.417,99.029,audio_features,439wRQ0FvOglzxynpkwH50,spotify:track:439wRQ0FvOglzxynpkwH50,https://api.spotify.com/v1/tracks/439wRQ0FvOglzxynpkwH50,https://api.spotify.com/v1/audio-analysis/439wRQ0FvOglzxynpkwH50,329816,4
TOMA!!!,DJ Jigüe,spotify:track:78m91HiD5vw6e0RDA9Rdjn,0.827,0.542,1,-13.062,1,0.0539,0.0276,0.907,0.659,0.102,119.961,audio_features,78m91HiD5vw6e0RDA9Rdjn,spotify:track:78m91HiD5vw6e0RDA9Rdjn,https://api.spotify.com/v1/tracks/78m91HiD5vw6e0RDA9Rdjn,https://api.spotify.com/v1/audio-analysis/78m91HiD5vw6e0RDA9Rdjn,213427,4
TOMA!!!,El Menor,spotify:track:78m91HiD5vw6e0RDA9Rdjn,0.827,0.542,1,-13.062,1,0.0539,0.0276,0.907,0.659,0.102,119.961,audio_features,78m91HiD5vw6e0RDA9Rdjn,spotify:track:78m91HiD5vw6e0RDA9Rdjn,https://api.spotify.com/v1/tracks/78m91HiD5vw6e0RDA9Rdjn,https://api.spotify.com/v1/audio-analysis/78m91HiD5vw6e0RDA9Rdjn,213427,4
Sachamama - Kaminanda Remix,Poranguí,spotify:track:4sEDE2wuRzA0Q5V2tTxxlk,0.449,0.67,11,-9.655,1,0.0476,0.0299,0.855,0.106,0.168,113.99,audio_features,4sEDE2wuRzA0Q5V2tTxxlk,spotify:track:4sEDE2wuRzA0Q5V2tTxxlk,https://api.spotify.com/v1/tracks/4sEDE2wuRzA0Q5V2tTxxlk,https://api.spotify.com/v1/audio-analysis/4sEDE2wuRzA0Q5V2tTxxlk,503031,4
Sachamama - Kaminanda Remix,Kaminanda,spotify:track:4sEDE2wuRzA0Q5V2tTxxlk,0.449,0.67,11,-9.655,1,0.0476,0.0299,0.855,0.106,0.168,113.99,audio_features,4sEDE2wuRzA0Q5V2tTxxlk,spotify:track:4sEDE2wuRzA0Q5V2tTxxlk,https://api.spotify.com/v1/tracks/4sEDE2wuRzA0Q5V2tTxxlk,https://api.spotify.com/v1/audio-analysis/4sEDE2wuRzA0Q5V2tTxxlk,503031,4
El Quinto Sol,Temoaya,spotify:track:78YPww1hualfXfC88Ayiob,0.875,0.473,2,-12.382,1,0.118,0.0809,0.877,0.113,0.304,95.032,audio_features,78YPww1hualfXfC88Ayiob,spotify:track:78YPww1hualfXfC88Ayiob,https://api.spotify.com/v1/tracks/78YPww1hualfXfC88Ayiob,https://api.spotify.com/v1/audio-analysis/78YPww1hualfXfC88Ayiob,201749,4
Summer Rain,Le Parody,spotify:track:37srX95yEWagMPkspM1xr1,0.737,0.876,0,-4.995,1,0.0301,0.385,0.0484,0.106,0.74,134.949,audio_features,37srX95yEWagMPkspM1xr1,spotify:track:37srX95yEWagMPkspM1xr1,https://api.spotify.com/v1/tracks/37srX95yEWagMPkspM1xr1,https://api.spotify.com/v1/audio-analysis/37srX95yEWagMPkspM1xr1,190112,4
Summer Rain,Gizmo Varillas,spotify:track:37srX95yEWagMPkspM1xr1,0.737,0.876,0,-4.995,1,0.0301,0.385,0.0484,0.106,0.74,134.949,audio_features,37srX95yEWagMPkspM1xr1,spotify:track:37srX95yEWagMPkspM1xr1,https://api.spotify.com/v1/tracks/37srX95yEWagMPkspM1xr1,https://api.spotify.com/v1/audio-analysis/37srX95yEWagMPkspM1xr1,190112,4
Sueños de la Selva - Yaima Remix,Poranguí,spotify:track:3cM2bjK8KVEpHsGl241bGI,0.333,0.404,7,-13.394,0,0.0691,0.51,0.76,0.0718,0.0777,95.996,audio_features,3cM2bjK8KVEpHsGl241bGI,spotify:track:3cM2bjK8KVEpHsGl241bGI,https://api.spotify.com/v1/tracks/3cM2bjK8KVEpHsGl241bGI,https://api.spotify.com/v1/audio-analysis/3cM2bjK8KVEpHsGl241bGI,317560,4
