track_name,artist_name,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Forgive the Moth,Gavinco,spotify:track:04OSGiFif8Nx3uBUflg0yA,0.61,0.188,11,-10.336,1,0.0369,0.905,0.101,0.347,0.184,62.411,audio_features,04OSGiFif8Nx3uBUflg0yA,spotify:track:04OSGiFif8Nx3uBUflg0yA,https://api.spotify.com/v1/tracks/04OSGiFif8Nx3uBUflg0yA,https://api.spotify.com/v1/audio-analysis/04OSGiFif8Nx3uBUflg0yA,258125,4
La Luna Llena (feat. Mercedes Sosa),Gianni Romano,spotify:track:0Jk07UgVM6CRdHpIeUeiEX,0.781,0.707,4,-9.196,0,0.0403,0.0204,0.00965,0.335,0.402,112.049,audio_features,0Jk07UgVM6CRdHpIeUeiEX,spotify:track:0Jk07UgVM6CRdHpIeUeiEX,https://api.spotify.com/v1/tracks/0Jk07UgVM6CRdHpIeUeiEX,https://api.spotify.com/v1/audio-analysis/0Jk07UgVM6CRdHpIeUeiEX,244821,4
La Luna Llena (feat. Mercedes Sosa),Aüra,spotify:track:0Jk07UgVM6CRdHpIeUeiEX,0.781,0.707,4,-9.196,0,0.0403,0.0204,0.00965,0.335,0.402,112.049,audio_features,0Jk07UgVM6CRdHpIeUeiEX,spotify:track:0Jk07UgVM6CRdHpIeUeiEX,https://api.spotify.com/v1/tracks/0Jk07UgVM6CRdHpIeUeiEX,https://api.spotify.com/v1/audio-analysis/0Jk07UgVM6CRdHpIeUeiEX,244821,4
La Luna Llena (feat. Mercedes Sosa),Mercedes Sosa,spotify:track:0Jk07UgVM6CRdHpIeUeiEX,0.781,0.707,4,-9.196,0,0.0403,0.0204,0.00965,0.335,0.402,112.049,audio_features,0Jk07UgVM6CRdHpIeUeiEX,spotify:track:0Jk07UgVM6CRdHpIeUeiEX,https://api.spotify.com/v1/tracks/0Jk07UgVM6CRdHpIeUeiEX,https://api.spotify.com/v1/audio-analysis/0Jk07UgVM6CRdHpIeUeiEX,244821,4
Darte de Mí,Sandra Bernardo,spotify:track:2zlJxIp4qlsCsjUatScArP,0.616,0.737,4,-6.64,0,0.0366,0.481,6.74e-06,0.118,0.758,79.985,audio_features,2zlJxIp4qlsCsjUatScArP,spotify:track:2zlJxIp4qlsCsjUatScArP,https://api.spotify.com/v1/tracks/2zlJxIp4qlsCsjUatScArP,https://api.spotify.com/v1/audio-analysis/2zlJxIp4qlsCsjUatScArP,211743,4
Darte de Mí,El Búho,spotify:track:2zlJxIp4qlsCsjUatScArP,0.616,0.737,4,-6.64,0,0.0366,0.481,6.74e-06,0.118,0.758,79.985,audio_features,2zlJxIp4qlsCsjUatScArP,spotify:track:2zlJxIp4qlsCsjUatScArP,https://api.spotify.com/v1/tracks/2zlJxIp4qlsCsjUatScArP,https://api.spotify.com/v1/audio-analysis/2zlJxIp4qlsCsjUatScArP,211743,4
Quién Me Escucha,Sandra Bernardo,spotify:track:19e0zVRwZdpid0bGdYXxGi,0.746,0.53,11,-10.645,0,0.272,0.249,0.213,0.0773,0.574,182.02,audio_features,19e0zVRwZdpid0bGdYXxGi,spotify:track:19e0zVRwZdpid0bGdYXxGi,https://api.spotify.com/v1/tracks/19e0zVRwZdpid0bGdYXxGi,https://api.spotify.com/v1/audio-analysis/19e0zVRwZdpid0bGdYXxGi,198150,4
Quién Me Escucha,Eva de Marce,spotify:track:19e0zVRwZdpid0bGdYXxGi,0.746,0.53,11,-10.645,0,0.272,0.249,0.213,0.0773,0.574,182.02,audio_features,19e0zVRwZdpid0bGdYXxGi,spotify:track:19e0zVRwZdpid0bGdYXxGi,https://api.spotify.com/v1/tracks/19e0zVRwZdpid0bGdYXxGi,https://api.spotify.com/v1/audio-analysis/19e0zVRwZdpid0bGdYXxGi,198150,4
Quién Me Escucha,Lagartijeando,spotify:track:19e0zVRwZdpid0bGdYXxGi,0.746,0.53,11,-10.645,0,0.272,0.249,0.213,0.0773,0.574,182.02,audio_features,19e0zVRwZdpid0bGdYXxGi,spotify:track:19e0zVRwZdpid0bGdYXxGi,https://api.spotify.com/v1/tracks/19e0zVRwZdpid0bGdYXxGi,https://api.spotify.com/v1/audio-analysis/19e0zVRwZdpid0bGdYXxGi,198150,4
It's a Joke,YoSoyMatt,spotify:track:20nb4i2WWyPDXhiQTZqlrV,0.755,0.698,5,-6.541,0,0.0444,0.129,0.218,0.0948,0.276,101.996,audio_features,20nb4i2WWyPDXhiQTZqlrV,spotify:track:20nb4i2WWyPDXhiQTZqlrV,https://api.spotify.com/v1/tracks/20nb4i2WWyPDXhiQTZqlrV,https://api.spotify.com/v1/audio-analysis/20nb4i2WWyPDXhiQTZqlrV,256471,4
It's a Joke,Altriparty,spotify:track:20nb4i2WWyPDXhiQTZqlrV,0.755,0.698,5,-6.541,0,0.0444,0.129,0.218,0.0948,0.276,101.996,audio_features,20nb4i2WWyPDXhiQTZqlrV,spotify:track:20nb4i2WWyPDXhiQTZqlrV,https://api.spotify.com/v1/tracks/20nb4i2WWyPDXhiQTZqlrV,https://api.spotify.com/v1/audio-analysis/20nb4i2WWyPDXhiQTZqlrV,256471,4
It's a Joke,Hypsidia,spotify:track:20nb4i2WWyPDXhiQTZqlrV,0.755,0.698,5,-6.541,0,0.0444,0.129,0.218,0.0948,0.276,101.996,audio_features,20nb4i2WWyPDXhiQTZqlrV,spotify:track:20nb4i2WWyPDXhiQTZqlrV,https://api.spotify.com/v1/tracks/20nb4i2WWyPDXhiQTZqlrV,https://api.spotify.com/v1/audio-analysis/20nb4i2WWyPDXhiQTZqlrV,256471,4
Mi Poni,Captain Planet,spotify:track:2mkaIpJfNqzFzVUVQ0tSMc,0.953,0.597,1,-6.302,1,0.158,0.137,0.0282,0.103,0.843,128.016,audio_features,2mkaIpJfNqzFzVUVQ0tSMc,spotify:track:2mkaIpJfNqzFzVUVQ0tSMc,https://api.spotify.com/v1/tracks/2mkaIpJfNqzFzVUVQ0tSMc,https://api.spotify.com/v1/audio-analysis/2mkaIpJfNqzFzVUVQ0tSMc,195469,4
Mi Poni,Zuzuka Poderosa,spotify:track:2mkaIpJfNqzFzVUVQ0tSMc,0.953,0.597,1,-6.302,1,0.158,0.137,0.0282,0.103,0.843,128.016,audio_features,2mkaIpJfNqzFzVUVQ0tSMc,spotify:track:2mkaIpJfNqzFzVUVQ0tSMc,https://api.spotify.com/v1/tracks/2mkaIpJfNqzFzVUVQ0tSMc,https://api.spotify.com/v1/audio-analysis/2mkaIpJfNqzFzVUVQ0tSMc,195469,4
